SystemCodeNumber,timestamp,Occupancy,Capacity,occupancy_rate,hour,day_of_week,is_weekend,is_peak_hour,location_type,weather_impact,event_multiplier,price_linear,price_demand,price_time_aware,price_ml_predictive,price_competitive_enhanced,price_multi_objective
BHMBCCMKT01,2016-10-05 10:30:00,128,577,0.2218370883882149,10,2,0,1,city_center,1.0,1.0,10.07,11.17,13.32,11.11,9.69,9.31
BHMBCCMKT01,2016-10-05 11:04:00,148,577,0.2564991334488735,11,2,0,1,city_center,1.0,1.0,10.08,,13.43,11.13,9.76,9.42
BHMBCCMKT01,2016-10-05 11:30:00,162,577,0.2807625649913345,11,2,0,1,city_center,1.0,1.0,10.08,,13.51,11.18,9.81,9.5
BHMBCCMKT01,2016-10-05 12:04:00,178,577,0.30849220103986136,12,2,0,1,city_center,0.8,1.0,10.09,11.18,10.89,11.25,9.87,10.79
BHMBCCMKT01,2016-10-05 12:30:00,183,577,0.317157712305026,12,2,0,1,city_center,1.0,1.0,10.1,11.34,13.65,11.31,9.88,10.81
BHMBCCMKT01,2016-10-05 12:57:00,175,577,0.30329289428076256,12,2,0,1,city_center,1.0,1.0,10.09,11.3,13.6,11.27,9.87,10.77
BHMBCCMKT01,2016-10-05 13:30:00,179,577,0.31022530329289427,13,2,0,1,city_center,0.8,1.0,10.09,11.72,10.9,11.21,9.88,10.79
BHMBCCMKT01,2016-10-05 13:57:00,174,577,0.30155979202772965,13,2,0,1,city_center,1.0,1.5,10.09,,20.39,11.15,9.86,10.76
BHMBCCMKT01,2016-10-05 14:30:00,158,577,0.2738301559792028,14,2,0,1,city_center,0.8,1.0,10.08,10.94,10.79,10.99,9.8,9.48
BHMBCCMKT01,2016-10-05 14:57:00,145,577,0.2512998266897747,14,2,0,1,city_center,0.8,1.0,10.08,,10.73,11.08,9.74,9.4
BHMBCCMKT01,2016-10-05 15:30:00,129,577,0.22357019064124783,15,2,0,0,city_center,1.2,1.0,10.07,11.18,12.3,11.13,9.67,9.32
BHMBCCMKT01,2016-10-05 16:04:00,121,577,0.2097053726169844,16,2,0,0,city_center,1.2,1.5,10.06,11.13,18.4,10.92,9.63,9.27
BHMBCCMKT01,2016-10-05 16:30:00,114,577,0.1975736568457539,16,2,0,0,city_center,1.2,1.0,10.06,10.7,12.23,10.81,9.58,9.23
BHMBCCMKT01,2016-10-06 07:57:00,58,577,0.10051993067590988,7,3,0,0,city_center,1.0,1.0,10.03,10.66,10.05,10.73,9.27,8.92
BHMBCCMKT01,2016-10-06 08:30:00,63,577,0.10918544194107452,8,3,0,1,city_center,0.8,1.0,10.03,10.69,10.46,10.8,9.31,8.95
BHMBCCMKT01,2016-10-06 08:57:00,70,577,0.12131715771230503,8,3,0,1,city_center,1.0,1.5,10.04,10.72,19.64,10.75,9.35,8.99
BHMBCCMKT01,2016-10-06 09:30:00,95,577,0.16464471403812825,9,3,0,1,city_center,1.0,1.0,10.05,10.99,13.18,10.99,9.47,9.13
BHMBCCMKT01,2016-10-06 10:03:00,135,577,0.2339688041594454,10,3,0,1,city_center,0.8,1.0,10.07,11.34,10.68,11.22,9.64,9.35
BHMBCCMKT01,2016-10-06 10:30:00,160,577,0.2772963604852686,10,3,0,1,city_center,1.0,1.0,10.08,,13.5,11.34,9.76,9.49
BHMBCCMKT01,2016-10-06 10:57:00,177,577,0.30675909878682844,10,3,0,1,city_center,0.8,1.5,10.09,,16.33,11.52,9.83,10.78
BHMBCCMKT01,2016-10-06 11:30:00,191,577,0.3310225303292894,11,3,0,1,city_center,1.2,1.0,10.1,,16.45,11.73,9.88,10.86
BHMBCCMKT01,2016-10-06 12:04:00,199,577,0.34488734835355284,12,3,0,1,city_center,1.0,1.5,10.1,11.43,20.66,11.44,9.92,10.9
BHMBCCMKT01,2016-10-06 12:30:00,206,577,0.35701906412478335,12,3,0,1,city_center,1.0,1.5,10.11,11.47,20.74,11.43,9.96,10.94
BHMBCCMKT01,2016-10-06 12:57:00,198,577,0.3431542461005199,12,3,0,1,city_center,1.0,1.0,10.1,,13.77,11.51,9.94,10.9
BHMBCCMKT01,2016-10-06 13:30:00,208,577,0.36048526863084923,13,3,0,1,city_center,1.0,1.0,10.11,11.21,13.84,11.32,9.96,10.95
BHMBCCMKT01,2016-10-06 13:57:00,200,577,0.3466204506065858,13,3,0,1,city_center,1.0,1.0,10.1,,13.78,11.45,9.94,10.91
BHMBCCMKT01,2016-10-06 14:30:00,175,577,0.30329289428076256,14,3,0,1,city_center,0.8,1.5,10.09,,16.32,11.17,9.84,10.77
BHMBCCMKT01,2016-10-06 15:04:00,158,577,0.2738301559792028,15,3,0,0,city_center,1.2,1.0,10.08,11.33,12.45,11.41,9.77,9.48
BHMBCCMKT01,2016-10-06 15:31:00,153,577,0.2651646447140381,15,3,0,0,city_center,1.0,1.5,10.08,11.04,15.53,11.14,9.74,9.45
BHMBCCMKT01,2016-10-06 16:04:00,135,577,0.2339688041594454,16,3,0,0,city_center,1.2,1.0,10.07,10.81,12.33,11.26,9.66,9.35
BHMBCCMKT01,2016-10-06 16:30:00,129,577,0.22357019064124783,16,3,0,0,city_center,1.2,1.0,10.07,11.18,12.3,11.1,9.63,9.32
BHMBCCMKT01,2016-10-07 08:03:00,58,577,0.10051993067590988,8,4,0,1,city_center,1.0,1.0,10.03,10.79,13.07,10.8,9.27,8.92
BHMBCCMKT01,2016-10-07 08:30:00,61,577,0.10571923743500866,8,4,0,1,city_center,1.2,1.0,10.03,,15.69,10.77,9.3,8.94
BHMBCCMKT01,2016-10-07 09:04:00,75,577,0.12998266897746968,9,4,0,1,city_center,0.8,1.5,10.04,10.75,15.73,10.92,9.37,9.02
BHMBCCMKT01,2016-10-07 09:30:00,103,577,0.17850953206239167,9,4,0,1,city_center,0.8,1.0,10.05,11.04,10.57,11.01,9.49,9.17
BHMBCCMKT01,2016-10-07 09:57:00,128,577,0.2218370883882149,9,4,0,1,city_center,0.8,1.0,10.07,10.91,10.66,10.95,9.59,9.31
BHMBCCMKT01,2016-10-07 10:30:00,172,577,0.29809358752166376,10,4,0,1,city_center,1.0,1.0,10.09,11.55,13.58,11.47,9.76,9.55
BHMBCCMKT01,2016-10-07 10:57:00,188,577,0.32582322357019067,10,4,0,1,city_center,1.0,1.0,10.1,,13.69,11.4,9.84,10.84
BHMBCCMKT01,2016-10-07 11:30:00,199,577,0.34488734835355284,11,4,0,1,city_center,1.0,1.0,10.1,,13.77,11.39,9.88,10.9
BHMBCCMKT01,2016-10-07 12:03:00,210,577,0.36395147313691506,12,4,0,1,city_center,1.2,1.0,10.11,11.49,16.63,11.54,9.93,10.96
BHMBCCMKT01,2016-10-07 12:30:00,206,577,0.35701906412478335,12,4,0,1,city_center,1.0,1.5,10.11,11.2,20.74,11.35,9.92,10.94
BHMBCCMKT01,2016-10-07 13:04:00,200,577,0.3466204506065858,13,4,0,1,city_center,1.0,1.0,10.1,11.43,13.78,11.42,9.91,10.91
BHMBCCMKT01,2016-10-07 13:30:00,201,577,0.3483535528596187,13,4,0,1,city_center,1.0,1.0,10.1,11.44,13.79,11.43,9.91,10.91
BHMBCCMKT01,2016-10-07 14:03:00,193,577,0.3344887348353553,14,4,0,1,city_center,0.8,1.0,10.1,,10.98,11.52,9.88,10.87
BHMBCCMKT01,2016-10-07 14:30:00,181,577,0.31369150779896016,14,4,0,1,city_center,1.2,1.0,10.09,,16.37,11.1,9.84,10.8
BHMBCCMKT01,2016-10-07 15:04:00,172,577,0.29809358752166376,15,4,0,0,city_center,0.8,1.0,10.09,11.94,8.36,11.69,9.79,9.55
BHMBCCMKT01,2016-10-07 15:30:00,159,577,0.2755632582322357,15,4,0,0,city_center,1.2,1.0,10.08,11.61,12.46,11.43,9.74,9.48
BHMBCCMKT01,2016-10-07 15:57:00,158,577,0.2738301559792028,15,4,0,0,city_center,1.0,1.0,10.08,11.6,10.37,11.44,9.73,9.48
BHMBCCMKT01,2016-10-07 16:30:00,132,577,0.22876949740034663,16,4,0,0,city_center,0.8,1.0,10.07,11.19,8.21,11.16,9.62,9.33
BHMBCCMKT01,2016-10-08 07:57:00,58,577,0.10051993067590988,7,5,1,0,city_center,0.8,1.0,10.03,10.66,6.43,10.75,9.24,8.92
BHMBCCMKT01,2016-10-08 08:30:00,61,577,0.10571923743500866,8,5,1,1,city_center,1.2,1.0,10.03,,12.55,10.73,9.26,8.94
BHMBCCMKT01,2016-10-08 08:57:00,75,577,0.12998266897746968,8,5,1,1,city_center,1.0,1.5,10.04,11.28,15.73,11.19,9.32,9.02
BHMBCCMKT01,2016-10-08 09:30:00,104,577,0.18024263431542462,9,5,1,1,city_center,1.0,1.0,10.05,11.04,10.57,11.04,9.45,9.18
BHMBCCMKT01,2016-10-08 10:04:00,158,577,0.2738301559792028,10,5,1,1,city_center,1.0,1.0,10.08,11.47,10.79,11.45,9.67,9.48
BHMBCCMKT01,2016-10-08 10:30:00,191,577,0.3310225303292894,10,5,1,1,city_center,0.8,1.0,10.1,,8.78,11.56,9.81,10.86
BHMBCCMKT01,2016-10-08 10:57:00,223,577,0.38648180242634317,10,5,1,1,city_center,1.0,1.0,10.12,,11.18,11.57,9.94,11.04
BHMBCCMKT01,2016-10-08 11:30:00,254,577,0.44020797227036396,11,5,1,1,city_center,0.8,1.5,10.13,,13.69,11.84,10.06,11.21
BHMBCCMKT01,2016-10-08 12:04:00,306,577,0.5303292894280762,12,5,1,1,city_center,1.2,1.0,10.16,12.01,14.23,11.95,10.26,11.5
BHMBCCMKT01,2016-10-08 12:30:00,320,577,0.5545927209705372,12,5,1,1,city_center,1.0,1.0,10.17,12.22,12.0,12.26,10.32,11.57
BHMBCCMKT01,2016-10-08 13:04:00,348,577,0.6031195840554593,13,5,1,1,city_center,1.0,1.0,10.18,12.24,12.29,12.35,10.44,11.73
BHMBCCMKT01,2016-10-08 13:30:00,357,577,0.6187175043327556,13,5,1,1,city_center,0.8,1.0,10.19,12.28,9.91,12.35,10.5,11.78
BHMBCCMKT01,2016-10-08 14:03:00,395,577,0.6845753899480069,14,5,1,1,city_center,1.0,1.0,10.21,,12.84,12.45,10.64,11.99
BHMBCCMKT01,2016-10-08 14:30:00,400,577,0.6932409012131716,14,5,1,1,city_center,1.0,1.0,10.21,,12.9,12.58,10.67,12.02
BHMBCCMKT01,2016-10-08 14:57:00,395,577,0.6845753899480069,14,5,1,1,city_center,1.0,1.0,10.21,,12.84,12.45,10.64,11.99
BHMBCCMKT01,2016-10-08 15:30:00,406,577,0.7036395147313691,15,5,1,0,city_center,1.0,1.0,10.21,,9.98,12.79,10.69,13.25
BHMBCCMKT01,2016-10-08 16:04:00,381,577,0.6603119584055459,16,5,1,0,city_center,1.2,1.0,10.2,12.54,11.69,12.53,10.59,11.91
BHMBCCMKT01,2016-10-08 16:30:00,365,577,0.6325823223570191,16,5,1,0,city_center,1.0,1.0,10.19,12.99,9.6,12.77,10.5,11.82
BHMBCCMKT01,2016-10-09 08:04:00,42,577,0.07279029462738301,8,6,1,1,city_center,0.8,1.0,10.02,11.51,8.34,11.47,9.21,8.83
BHMBCCMKT01,2016-10-09 08:30:00,42,577,0.07279029462738301,8,6,1,1,city_center,1.0,1.0,10.02,11.24,10.43,11.33,9.21,8.83
BHMBCCMKT01,2016-10-09 09:04:00,43,577,0.07452339688041594,9,6,1,1,city_center,1.0,1.0,10.02,11.51,10.43,11.49,9.22,8.84
BHMBCCMKT01,2016-10-09 09:30:00,43,577,0.07452339688041594,9,6,1,1,city_center,1.0,1.0,10.02,11.78,10.43,11.49,9.23,8.84
BHMBCCMKT01,2016-10-09 09:57:00,50,577,0.08665511265164645,9,6,1,1,city_center,1.0,1.5,10.03,,15.66,11.59,9.27,8.88
BHMBCCMKT01,2016-10-09 10:30:00,64,577,0.11091854419410745,10,6,1,1,city_center,1.0,1.0,10.03,11.49,10.46,11.62,9.33,8.95
BHMBCCMKT01,2016-10-09 11:04:00,100,577,0.1733102253032929,11,6,1,1,city_center,1.0,1.5,10.05,,15.83,11.87,9.49,9.15
BHMBCCMKT01,2016-10-09 11:30:00,126,577,0.21837088388214904,11,6,1,1,city_center,1.0,1.0,10.07,,10.65,12.06,9.6,9.3
BHMBCCMKT01,2016-10-09 11:57:00,148,577,0.2564991334488735,11,6,1,1,city_center,0.8,1.0,10.08,,8.59,12.31,9.69,9.42
BHMBCCMKT01,2016-10-09 12:30:00,170,577,0.29462738301559793,12,6,1,1,city_center,0.8,1.5,10.09,12.87,13.02,12.76,9.8,9.54
BHMBCCMKT01,2016-10-09 13:04:00,189,577,0.3275563258232236,13,6,1,1,city_center,0.8,1.0,10.1,12.31,8.77,12.3,9.9,10.85
BHMBCCMKT01,2016-10-09 13:30:00,205,577,0.35528596187175043,13,6,1,1,city_center,1.0,1.5,10.11,12.26,16.58,12.4,9.97,10.94
BHMBCCMKT01,2016-10-09 14:03:00,208,577,0.36048526863084923,14,6,1,1,city_center,1.0,1.0,10.11,12.54,11.08,12.63,9.98,10.95
BHMBCCMKT01,2016-10-09 14:30:00,209,577,0.36221837088388215,14,6,1,1,city_center,1.0,1.0,10.11,,11.08,12.68,9.99,10.96
BHMBCCMKT01,2016-10-09 15:04:00,191,577,0.3310225303292894,15,6,1,0,city_center,1.2,1.0,10.1,12.45,10.13,12.43,9.91,10.86
BHMBCCMKT01,2016-10-09 15:30:00,180,577,0.3119584055459272,15,6,1,0,city_center,1.0,1.5,10.09,12.39,12.58,12.38,9.85,10.8
BHMBCCMKT01,2016-10-09 16:03:00,155,577,0.268630849220104,16,6,1,0,city_center,1.0,1.5,10.08,12.79,12.43,12.65,9.75,9.46
BHMBCCMKT01,2016-10-09 16:30:00,133,577,0.23050259965337955,16,6,1,0,city_center,1.0,1.0,10.07,12.0,8.21,12.06,9.66,9.34
BHMBCCMKT01,2016-10-10 08:04:00,54,577,0.09358752166377816,8,0,0,1,city_center,1.0,1.0,10.03,10.37,13.06,10.47,9.24,8.9
BHMBCCMKT01,2016-10-10 08:30:00,56,577,0.09705372616984402,8,0,0,1,city_center,0.8,1.0,10.03,11.18,10.45,10.95,9.26,8.91
BHMBCCMKT01,2016-10-10 09:04:00,65,577,0.11265164644714037,9,0,0,1,city_center,1.0,2.0,10.03,10.7,26.16,10.8,9.32,8.96
BHMBCCMKT01,2016-10-10 09:30:00,73,577,0.1265164644714038,9,0,0,1,city_center,0.8,1.0,10.04,10.61,10.48,11.0,9.36,9.0
BHMBCCMKT01,2016-10-10 10:03:00,92,577,0.15944540727902945,10,0,0,1,city_center,1.2,1.0,10.05,11.24,15.8,11.13,9.45,9.11
BHMBCCMKT01,2016-10-10 10:30:00,113,577,0.19584055459272098,10,0,0,1,city_center,1.2,1.0,10.06,,15.9,11.1,9.55,9.23
BHMBCCMKT01,2016-10-10 10:57:00,144,577,0.24956672443674177,10,0,0,1,city_center,1.0,1.0,10.07,,13.4,11.13,9.67,9.4
BHMBCCMKT01,2016-10-10 11:30:00,149,577,0.2582322357019064,11,0,0,1,city_center,1.2,1.0,10.08,,16.12,11.1,9.7,9.43
BHMBCCMKT01,2016-10-10 11:57:00,159,577,0.2755632582322357,11,0,0,1,city_center,1.2,2.0,10.08,,32.38,11.2,9.74,9.48
BHMBCCMKT01,2016-10-10 12:30:00,171,577,0.29636048526863085,12,0,0,1,city_center,0.8,1.0,10.09,11.14,10.86,11.2,9.79,9.55
BHMBCCMKT01,2016-10-10 13:04:00,176,577,0.3050259965337955,13,0,0,1,city_center,1.2,1.5,10.09,,24.49,11.21,9.83,10.78
BHMBCCMKT01,2016-10-10 13:30:00,172,577,0.29809358752166376,13,0,0,1,city_center,1.0,1.0,10.09,11.15,13.58,11.12,9.82,9.55
BHMBCCMKT01,2016-10-10 14:03:00,161,577,0.27902946273830154,14,0,0,1,city_center,1.2,1.0,10.08,10.95,16.21,11.04,9.77,9.49
BHMBCCMKT01,2016-10-10 14:30:00,154,577,0.2668977469670711,14,0,0,1,city_center,1.2,1.0,10.08,,16.16,11.05,9.73,9.45
BHMBCCMKT01,2016-10-10 14:57:00,137,577,0.23743500866551126,14,0,0,1,city_center,1.0,1.0,10.07,,13.37,11.1,9.67,9.36
BHMBCCMKT01,2016-10-10 15:30:00,129,577,0.22357019064124783,15,0,0,0,city_center,0.8,1.5,10.07,10.78,12.3,10.86,9.64,9.32
BHMBCCMKT01,2016-10-10 15:57:00,130,577,0.22530329289428075,15,0,0,0,city_center,1.0,1.0,10.07,,10.25,11.21,9.63,9.32
BHMBCCMKT01,2016-10-10 16:30:00,114,577,0.1975736568457539,16,0,0,0,city_center,1.0,1.0,10.06,11.63,10.2,11.45,9.56,9.23
BHMBCCMKT01,2016-10-11 08:04:00,56,577,0.09705372616984402,8,1,0,1,city_center,1.2,1.0,10.03,,15.67,10.74,9.3,8.91
BHMBCCMKT01,2016-10-11 08:30:00,64,577,0.11091854419410745,8,1,0,1,city_center,1.2,1.0,10.03,10.69,15.7,10.73,9.34,8.95
BHMBCCMKT01,2016-10-11 08:57:00,74,577,0.12824956672443674,8,1,0,1,city_center,0.8,2.0,10.04,11.28,20.97,11.2,9.4,9.01
BHMBCCMKT01,2016-10-11 09:30:00,93,577,0.1611785095320624,9,1,0,1,city_center,1.0,1.0,10.05,10.72,13.17,10.82,9.5,9.12
BHMBCCMKT01,2016-10-11 09:57:00,129,577,0.22357019064124783,9,1,0,1,city_center,1.0,1.0,10.07,,13.32,11.03,9.65,9.32
BHMBCCMKT01,2016-10-11 10:30:00,167,577,0.28942807625649913,10,1,0,1,city_center,1.0,1.0,10.09,,13.54,11.25,9.81,9.53
BHMBCCMKT01,2016-10-11 10:57:00,200,577,0.3466204506065858,10,1,0,1,city_center,0.8,1.0,10.1,,11.02,11.55,9.95,10.91
BHMBCCMKT01,2016-10-11 11:30:00,219,577,0.37954939341421146,11,1,0,1,city_center,1.0,1.0,10.11,,13.94,11.72,10.0,11.01
BHMBCCMKT01,2016-10-11 12:03:00,225,577,0.389948006932409,12,1,0,1,city_center,1.2,1.0,10.12,11.57,16.79,11.67,10.03,11.05
BHMBCCMKT01,2016-10-11 12:30:00,221,577,0.3830155979202773,12,1,0,1,city_center,1.0,1.0,10.11,11.95,13.95,11.86,10.02,11.03
BHMBCCMKT01,2016-10-11 13:04:00,217,577,0.37608318890814557,13,1,0,1,city_center,1.0,1.0,10.11,11.66,13.92,11.53,10.01,11.0
BHMBCCMKT01,2016-10-11 13:31:00,217,577,0.37608318890814557,13,1,0,1,city_center,1.0,2.0,10.11,11.66,27.84,11.6,10.02,11.0
BHMBCCMKT01,2016-10-11 14:04:00,208,577,0.36048526863084923,14,1,0,1,city_center,1.0,1.0,10.11,,13.84,11.29,9.98,10.95
BHMBCCMKT01,2016-10-11 14:30:00,191,577,0.3310225303292894,14,1,0,1,city_center,1.2,1.0,10.1,,16.45,11.53,9.91,10.86
BHMBCCMKT01,2016-10-11 15:03:00,167,577,0.28942807625649913,15,1,0,0,city_center,1.2,2.0,10.09,11.12,25.01,11.22,9.84,9.53
BHMBCCMKT01,2016-10-11 15:33:00,159,577,0.2755632582322357,15,1,0,0,city_center,1.0,1.0,10.08,11.34,10.38,11.34,9.79,9.48
BHMBCCMKT01,2016-10-11 16:01:00,150,577,0.25996533795493937,16,1,0,0,city_center,1.0,2.0,10.08,10.89,20.68,11.22,9.74,9.43
BHMBCCMKT01,2016-10-11 16:26:00,127,577,0.22010398613518198,16,1,0,0,city_center,1.0,2.0,10.07,11.17,20.48,11.06,9.66,9.3
BHMBCCMKT01,2016-10-12 08:04:00,51,577,0.08838821490467938,8,2,0,1,city_center,1.0,1.0,10.03,10.35,13.05,10.46,9.31,8.88
BHMBCCMKT01,2016-10-12 08:31:00,57,577,0.09878682842287695,8,2,0,1,city_center,0.8,1.0,10.03,10.79,10.45,10.75,9.34,8.92
BHMBCCMKT01,2016-10-12 09:03:00,64,577,0.11091854419410745,9,2,0,1,city_center,1.0,1.0,10.03,10.42,13.08,10.89,9.39,8.95
BHMBCCMKT01,2016-10-12 09:26:00,73,577,0.1265164644714038,9,2,0,1,city_center,1.0,1.0,10.04,10.74,13.1,10.88,9.45,9.0
BHMBCCMKT01,2016-10-12 10:01:00,99,577,0.17157712305025996,10,2,0,1,city_center,0.8,1.5,10.05,,15.83,10.98,9.57,9.15
BHMBCCMKT01,2016-10-12 10:31:00,112,577,0.19410745233968804,10,2,0,1,city_center,1.0,1.0,10.06,,13.24,11.11,9.62,9.22
BHMBCCMKT01,2016-10-12 11:04:00,127,577,0.22010398613518198,11,2,0,1,city_center,1.2,1.0,10.07,,15.98,11.03,9.68,9.3
BHMBCCMKT01,2016-10-12 11:31:00,128,577,0.2218370883882149,11,2,0,1,city_center,1.0,1.0,10.07,,13.32,11.09,9.7,9.31
BHMBCCMKT01,2016-10-12 12:04:00,143,577,0.24783362218370883,12,2,0,1,city_center,0.8,1.0,10.07,10.99,10.72,11.0,9.75,9.39
BHMBCCMKT01,2016-10-12 12:31:00,158,577,0.2738301559792028,12,2,0,1,city_center,1.0,1.5,10.08,,20.23,11.11,9.81,9.48
BHMBCCMKT01,2016-10-12 13:04:00,157,577,0.2720970537261698,13,2,0,1,city_center,1.2,1.0,10.08,10.8,16.18,10.87,9.8,9.47
BHMBCCMKT01,2016-10-12 13:34:00,164,577,0.28422876949740034,13,2,0,1,city_center,1.0,1.0,10.09,11.1,13.53,11.06,9.83,9.51
BHMBCCMKT01,2016-10-12 14:03:00,167,577,0.28942807625649913,14,2,0,1,city_center,1.0,1.5,10.09,10.72,20.32,10.98,9.83,9.53
BHMBCCMKT01,2016-10-12 14:34:00,159,577,0.2755632582322357,14,2,0,1,city_center,1.0,1.0,10.08,,13.49,11.11,9.8,9.48
BHMBCCMKT01,2016-10-12 15:01:00,140,577,0.24263431542461006,15,2,0,0,city_center,1.0,1.0,10.07,11.24,10.29,11.23,9.72,9.38
BHMBCCMKT01,2016-10-12 15:30:00,128,577,0.2218370883882149,15,2,0,0,city_center,1.0,1.0,10.07,11.71,10.25,11.09,9.67,9.31
BHMBCCMKT01,2016-10-12 15:57:00,121,577,0.2097053726169844,15,2,0,0,city_center,1.0,1.0,10.06,11.13,10.22,11.07,9.64,9.27
BHMBCCMKT01,2016-10-12 16:31:00,111,577,0.1923743500866551,16,2,0,0,city_center,1.0,1.5,10.06,,15.28,10.94,9.58,9.22
BHMBCCMKT01,2016-10-13 07:57:00,58,577,0.10051993067590988,7,3,0,0,city_center,1.0,1.0,10.03,10.79,10.05,10.73,9.28,8.92
BHMBCCMKT01,2016-10-13 08:31:00,65,577,0.11265164644714037,8,3,0,1,city_center,1.0,1.0,10.03,10.7,13.08,10.78,9.33,8.96
BHMBCCMKT01,2016-10-13 09:04:00,76,577,0.1317157712305026,9,3,0,1,city_center,0.8,1.0,10.04,10.89,10.49,10.85,9.38,9.02
BHMBCCMKT01,2016-10-13 09:31:00,97,577,0.1681109185441941,9,3,0,1,city_center,1.2,1.5,10.05,11.27,23.73,11.05,9.49,9.14
BHMBCCMKT01,2016-10-13 09:57:00,127,577,0.22010398613518198,9,3,0,1,city_center,1.0,1.0,10.07,10.9,13.31,10.95,9.62,9.3
BHMBCCMKT01,2016-10-13 10:31:00,166,577,0.2876949740034662,10,3,0,1,city_center,0.8,1.5,10.09,,16.25,11.29,9.78,9.52
BHMBCCMKT01,2016-10-13 11:04:00,200,577,0.3466204506065858,11,3,0,1,city_center,0.8,1.0,10.1,,11.02,11.54,9.92,10.91
BHMBCCMKT01,2016-10-13 11:31:00,220,577,0.38128249566724437,11,3,0,1,city_center,1.0,1.0,10.11,,13.94,11.7,10.02,11.02
BHMBCCMKT01,2016-10-13 11:57:00,230,577,0.3986135181975737,11,3,0,1,city_center,1.0,1.5,10.12,,21.05,11.68,10.06,11.08
BHMBCCMKT01,2016-10-13 12:31:00,231,577,0.4003466204506066,12,3,0,1,city_center,0.8,1.0,10.12,11.87,11.23,11.85,10.07,11.08
